100	0	0	0	0	0	0	0	0
0	100	80	80	0	0	0	70	60
0	80	100	80	60	50	0	80	80
0	80	80	100	0	0	0	80	60
0	0	60	0	100	0	0	50	40
0	0	50	0	0	100	80	50	0
0	80	0	0	0	80	100	50	50
0	70	80	80	50	50	50	100	80
0	60	80	60	40	0	50	80	100

100	0	0	0	0	0	0	20	20
0	100	60	80	80	60	60	40	40
0	60	100	20	20	20	20	40	60
0	80	20	100	80	60	60	40	40
0	80	20	80	100	60	60	40	40
0	60	20	60	60	100	80	40	40
0	60	20	60	60	80	100	40	40
20	40	40	40	40	40	40	100	60
20	40	60	40	40	40	40	60	100

